city,lat,lon,timestamp,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,hour,day,month,day_of_week,aqi_lag_1,aqi_lag_3,aqi_lag_24,aqi_rolling_mean_6,aqi_change_rate,temperature,humidity,pressure,wind_speed,wind_deg,cloudiness,rain_1h
Lahore,31.5497,74.3436,2024-10-05 17:00:00+00:00,282.1,4859.92,25.48,132.98,0.0,20.5,232.35,294.77,27.36,17,5,10,5,252.8,192.7,165.5,219.7833333333333,0.11590189873417725,,,,,,,
Lahore,31.5497,74.3436,2024-10-05 18:00:00+00:00,292.2,4753.11,28.61,113.79,0.0,16.93,242.5,307.73,28.12,18,5,10,5,282.1,215.4,166.2,237.35,0.03580290677064858,,,,,,,
Lahore,31.5497,74.3436,2024-10-05 19:00:00+00:00,276.5,3952.03,20.79,91.85,0.0,12.87,226.7,287.53,26.85,19,5,10,5,292.2,252.8,164.0,251.94999999999996,-0.05373032169746745,,,,,,,
Lahore,31.5497,74.3436,2024-10-05 20:00:00+00:00,250.7,3044.13,11.62,68.55,0.08,9.66,200.67,257.56,23.56,20,5,10,5,276.5,282.1,162.6,261.6166666666667,-0.09330922242314652,,,,,,,
Lahore,31.5497,74.3436,2024-10-05 21:00:00+00:00,224.9,2269.74,5.03,49.35,0.61,7.63,174.63,229.84,20.52,21,5,10,5,250.7,292.2,162.6,263.2,-0.10291184682887908,,,,,,,
Lahore,31.5497,74.3436,2024-10-05 22:00:00+00:00,198.7,1695.63,2.24,34.27,1.65,6.02,147.88,202.02,16.97,22,5,10,5,224.9,276.5,163.9,254.1833333333333,-0.11649622054246339,,,,,,,
Lahore,31.5497,74.3436,2024-10-05 23:00:00+00:00,189.9,1428.6,1.77,25.7,2.06,5.36,130.83,183.13,13.55,23,5,10,5,198.7,250.7,165.5,238.8166666666667,-0.04428787116255654,,,,,,,
Lahore,31.5497,74.3436,2024-10-06 00:00:00+00:00,186.6,1361.85,2.6,22.62,1.41,5.48,124.48,174.64,11.91,0,6,10,6,189.9,224.9,167.9,221.21666666666667,-0.017377567140600375,,,,,,,
Lahore,31.5497,74.3436,2024-10-06 01:00:00+00:00,186.1,1428.6,5.64,21.76,0.5,5.96,123.55,171.6,11.15,1,6,10,6,186.6,198.7,170.5,206.15,-0.0026795284030010718,,,,,,,
Lahore,31.5497,74.3436,2024-10-06 02:00:00+00:00,193.7,1949.31,19.89,26.73,0.28,8.46,138.22,189.44,12.92,2,6,10,6,186.1,189.9,176.4,196.65,0.040838259000537315,,,,,,,
Lahore,31.5497,74.3436,2024-10-06 03:00:00+00:00,215.1,2910.61,45.15,40.1,2.84,11.8,164.76,220.72,16.09,3,6,10,6,193.7,186.6,181.3,195.01666666666665,0.11048012390294273,,,,,,,
Lahore,31.5497,74.3436,2024-10-06 04:00:00+00:00,195.0,2323.15,14.98,65.8,44.35,21.22,140.74,184.29,15.58,4,6,10,6,215.1,186.1,181.7,194.39999999999998,-0.09344490934449091,,,,,,,
Lahore,31.5497,74.3436,2024-10-06 05:00:00+00:00,205.6,2403.26,11.18,67.86,90.84,26.23,155.14,198.74,17.99,5,6,10,6,195.0,193.7,185.8,197.01666666666665,0.05435897435897433,,,,,,,
Lahore,31.5497,74.3436,2024-10-06 06:00:00+00:00,231.7,2349.85,6.31,60.32,170.23,28.85,181.43,225.25,18.24,6,6,10,6,205.6,215.1,196.6,204.5333333333333,0.12694552529182876,,,,,,,
Lahore,31.5497,74.3436,2024-10-06 07:00:00+00:00,171.7,867.84,1.3,15.94,205.99,35.76,95.62,126.46,7.28,7,6,10,6,231.7,195.0,176.5,202.13333333333333,-0.2589555459646094,,,,,,,
Lahore,31.5497,74.3436,2024-10-06 08:00:00+00:00,164.3,620.84,0.64,8.65,208.85,27.42,81.27,108.02,4.88,8,6,10,6,171.7,205.6,164.7,197.23333333333335,-0.043098427489807675,,,,,,,
Lahore,31.5497,74.3436,2024-10-06 09:00:00+00:00,161.6,567.44,0.52,7.88,203.13,22.89,75.99,100.8,4.5,9,6,10,6,164.3,231.7,163.3,188.31666666666663,-0.016433353621424326,,,,,,,
Lahore,31.5497,74.3436,2024-10-06 10:00:00+00:00,160.5,634.19,0.72,12.51,188.83,21.46,73.93,98.52,5.51,10,6,10,6,161.6,171.7,169.3,182.56666666666663,-0.006806930693069272,,,,,,,
Lahore,31.5497,74.3436,2024-10-06 11:00:00+00:00,162.0,847.82,0.96,24.33,163.08,21.7,76.87,103.34,7.85,11,6,10,6,160.5,164.3,179.6,175.29999999999998,0.009345794392523364,,,,,,,
Lahore,31.5497,74.3436,2024-10-06 12:00:00+00:00,163.4,1121.52,0.49,41.13,128.75,21.22,79.54,108.18,10.01,12,6,10,6,162.0,161.6,186.8,163.91666666666666,0.008641975308642011,,,,,,,
Lahore,31.5497,74.3436,2024-10-06 13:00:00+00:00,168.7,1682.28,0.02,69.92,70.1,17.64,89.7,123.65,14.44,13,6,10,6,163.4,160.5,188.9,163.41666666666666,0.03243574051407578,,,,,,,
Lahore,31.5497,74.3436,2024-10-06 14:00:00+00:00,178.9,2349.85,0.71,95.96,17.7,14.42,109.45,152.19,20.52,14,6,10,6,168.7,162.0,192.7,165.85,0.060462359217546044,,,,,,,
Lahore,31.5497,74.3436,2024-10-06 15:00:00+00:00,185.9,2563.48,5.09,89.11,2.26,13.11,123.16,172.79,24.57,15,6,10,6,178.9,163.4,215.4,169.9,0.039128004471771935,,,,,,,
Lahore,31.5497,74.3436,2024-10-06 16:00:00+00:00,188.2,2429.96,9.28,69.92,0.5,11.68,127.49,180.5,26.09,16,6,10,6,185.9,168.7,252.8,174.51666666666665,0.012372243141473819,,,,,,,
Lahore,31.5497,74.3436,2024-10-06 17:00:00+00:00,190.2,2376.56,13.97,55.52,0.11,10.61,131.51,188.18,25.59,17,6,10,6,188.2,178.9,282.1,179.21666666666667,0.010626992561105207,,,,,,,
Lahore,31.5497,74.3436,2024-10-06 18:00:00+00:00,189.9,2296.45,16.99,46.61,0.04,9.42,130.78,189.85,22.55,18,6,10,6,190.2,185.9,292.2,183.63333333333333,-0.0015772870662459672,,,,,,,
Lahore,31.5497,74.3436,2024-10-06 19:00:00+00:00,184.9,2082.82,15.87,42.5,0.04,7.75,121.16,177.3,17.99,19,6,10,6,189.9,188.2,276.5,186.33333333333334,-0.02632964718272775,,,,,,,
Lahore,31.5497,74.3436,2024-10-06 20:00:00+00:00,182.6,1976.01,12.41,41.13,0.09,7.27,116.71,170.52,16.47,20,6,10,6,184.9,190.2,250.7,186.95000000000002,-0.012439156300703145,,,,,,,
Lahore,31.5497,74.3436,2024-10-06 21:00:00+00:00,183.4,1895.9,8.72,39.41,0.18,7.21,118.17,171.39,16.47,21,6,10,6,182.6,189.9,224.9,186.53333333333333,0.004381161007667094,,,,,,,
Lahore,31.5497,74.3436,2024-10-06 22:00:00+00:00,185.1,1869.2,6.59,37.7,0.26,7.27,121.59,175.97,16.47,22,6,10,6,183.4,184.9,198.7,186.01666666666665,0.00926935659760081,,,,,,,
Lahore,31.5497,74.3436,2024-10-06 23:00:00+00:00,187.4,1869.2,6.26,35.64,0.24,7.63,125.94,181.71,15.96,23,6,10,6,185.1,182.6,189.9,185.54999999999998,0.012425715829281531,,,,,,,
Lahore,31.5497,74.3436,2024-10-07 00:00:00+00:00,190.0,1949.31,7.82,34.27,0.14,8.7,131.06,186.83,17.23,0,7,10,0,187.4,183.4,186.6,185.5666666666667,0.013874066168623234,,,,,,,
Lahore,31.5497,74.3436,2024-10-07 01:00:00+00:00,192.7,2056.12,12.63,32.56,0.04,9.89,136.28,192.16,18.75,1,7,10,0,190.0,185.1,186.1,186.86666666666665,0.014210526315789413,,,,,,,
Lahore,31.5497,74.3436,2024-10-07 02:00:00+00:00,208.4,2670.29,33.53,32.56,0.17,12.4,157.93,219.28,22.04,2,7,10,0,192.7,187.4,193.7,191.16666666666666,0.08147379346133896,,,,,,,
Lahore,31.5497,74.3436,2024-10-07 03:00:00+00:00,238.8,3685.0,70.63,36.67,1.79,15.5,188.68,257.01,25.33,3,7,10,0,208.4,190.0,215.1,200.39999999999998,0.14587332053742805,,,,,,,
Lahore,31.5497,74.3436,2024-10-07 04:00:00+00:00,225.8,3391.27,43.36,66.49,16.63,18.84,175.54,231.1,23.81,4,7,10,0,238.8,192.7,195.0,207.18333333333337,-0.05443886097152428,,,,,,,
Lahore,31.5497,74.3436,2024-10-07 05:00:00+00:00,239.7,3311.16,24.36,85.68,58.65,23.6,189.59,242.02,25.33,5,7,10,0,225.8,208.4,205.6,215.89999999999998,0.06155890168290512,,,,,,,
Lahore,31.5497,74.3436,2024-10-07 06:00:00+00:00,263.8,3017.43,9.72,78.83,155.93,29.33,213.91,263.31,23.31,6,7,10,0,239.7,238.8,231.7,228.19999999999996,0.10054234459741353,,,,,,,
Lahore,31.5497,74.3436,2024-10-07 07:00:00+00:00,185.1,1321.79,2.29,28.79,223.16,55.79,121.62,148.86,11.02,7,7,10,0,263.8,225.8,171.7,226.93333333333337,-0.2983320697498105,,,,,,,
Lahore,31.5497,74.3436,2024-10-07 08:00:00+00:00,179.7,1068.12,1.2,17.99,243.19,45.3,111.16,136.22,8.87,8,7,10,0,185.1,239.7,164.3,222.15,-0.029173419773095656,,,,,,,
Lahore,31.5497,74.3436,2024-10-07 09:00:00+00:00,181.6,1054.76,0.89,16.45,257.49,38.15,114.71,142.25,8.49,9,7,10,0,179.7,263.8,161.6,212.61666666666667,0.01057317751808573,,,,,,,
Lahore,31.5497,74.3436,2024-10-07 10:00:00+00:00,204.0,1922.61,2.57,54.84,240.33,33.38,153.57,189.12,16.47,10,7,10,0,181.6,185.1,160.5,208.98333333333332,0.1233480176211454,,,,,,,
Lahore,31.5497,74.3436,2024-10-07 11:00:00+00:00,280.9,3471.37,3.86,126.12,211.72,37.19,231.17,278.06,28.37,11,7,10,0,204.0,179.7,162.0,215.85,0.37696078431372537,,,,,,,
Lahore,31.5497,74.3436,2024-10-07 12:00:00+00:00,349.7,5233.76,2.77,222.09,140.19,46.73,299.69,356.91,42.05,12,7,10,0,280.9,181.6,163.4,230.16666666666666,0.2449270202919189,,,,,,,
Lahore,31.5497,74.3436,2024-10-07 13:00:00+00:00,500.0,6515.5,1.31,301.6,35.05,56.74,357.59,424.35,55.73,13,7,10,0,349.7,204.0,168.7,282.65000000000003,0.4297969688304261,,,,,,,
Lahore,31.5497,74.3436,2024-10-07 14:00:00+00:00,445.5,7370.0,19.45,304.34,0.11,61.04,417.82,495.17,62.82,14,7,10,0,500.0,280.9,178.9,326.95,-0.109,,,,,,,
Lahore,31.5497,74.3436,2024-10-07 15:00:00+00:00,479.1,8331.3,34.87,290.63,0.0,57.7,468.82,556.99,62.32,15,7,10,0,445.5,349.7,185.9,376.5333333333333,0.07542087542087547,,,,,,,
Lahore,31.5497,74.3436,2024-10-07 16:00:00+00:00,500.0,8865.36,40.23,274.18,0.0,48.16,507.98,603.24,56.74,16,7,10,0,479.1,500.0,188.2,425.8666666666666,0.043623460655395484,,,,,,,
Lahore,31.5497,74.3436,2024-10-07 17:00:00+00:00,500.0,8224.49,34.87,233.05,0.0,39.58,512.21,613.89,52.69,17,7,10,0,500.0,445.5,190.2,462.3833333333334,0.0,,,,,,,
Lahore,31.5497,74.3436,2024-10-07 18:00:00+00:00,461.3,6195.07,24.36,165.88,0.01,31.95,441.8,542.91,44.08,18,7,10,0,500.0,479.1,189.9,480.98333333333335,-0.07739999999999998,,,,,,,
Lahore,31.5497,74.3436,2024-10-07 19:00:00+00:00,396.7,4165.65,13.3,108.3,0.13,24.08,347.11,438.09,33.44,19,7,10,0,461.3,500.0,184.9,463.76666666666665,-0.14003902016041625,,,,,,,
Lahore,31.5497,74.3436,2024-10-07 20:00:00+00:00,333.3,2910.61,3.97,71.29,1.88,16.69,283.07,359.83,24.32,20,7,10,0,396.7,500.0,182.6,445.06666666666666,-0.15981850264683634,,,,,,,
Lahore,31.5497,74.3436,2024-10-07 21:00:00+00:00,291.1,2136.23,0.46,43.18,8.58,11.8,241.37,305.29,19.51,21,7,10,0,333.3,461.3,183.4,413.73333333333335,-0.12661266126612658,,,,,,,
Lahore,31.5497,74.3436,2024-10-07 22:00:00+00:00,265.3,1789.09,0.15,29.82,12.34,9.18,215.36,271.56,16.47,22,7,10,0,291.1,396.7,185.1,374.61666666666673,-0.08862933699759536,,,,,,,
Lahore,31.5497,74.3436,2024-10-07 23:00:00+00:00,263.6,1815.8,0.32,29.82,9.12,9.3,213.67,267.99,15.33,23,7,10,0,265.3,333.3,187.4,335.2166666666667,-0.006407840180927209,,,,,,,
Lahore,31.5497,74.3436,2024-10-08 00:00:00+00:00,286.8,2109.53,1.68,36.67,3.22,11.21,237.12,294.22,16.47,0,8,10,1,263.6,291.1,190.0,306.1333333333333,0.08801213960546277,,,,,,,
Lahore,31.5497,74.3436,2024-10-08 01:00:00+00:00,316.9,2590.18,7.49,43.87,0.3,13.71,266.59,327.88,18.49,1,8,10,1,286.8,265.3,192.7,292.8333333333333,0.10495118549511842,,,,,,,
Lahore,31.5497,74.3436,2024-10-08 02:00:00+00:00,341.4,3364.56,26.82,49.35,0.25,15.74,291.22,361.92,21.53,2,8,10,1,316.9,263.6,208.4,294.18333333333334,0.07731145471757653,,,,,,,
Lahore,31.5497,74.3436,2024-10-08 03:00:00+00:00,349.5,4165.65,57.22,51.41,2.19,17.17,299.41,379.17,23.56,3,8,10,1,341.4,286.8,238.8,303.9166666666667,0.023725834797891105,,,,,,,
Lahore,31.5497,74.3436,2024-10-08 04:00:00+00:00,292.0,3231.05,29.5,63.06,18.42,17.4,242.34,309.06,22.04,4,8,10,1,349.5,316.9,225.8,308.3666666666667,-0.16452074391988555,,,,,,,
Lahore,31.5497,74.3436,2024-10-08 05:00:00+00:00,279.0,2830.51,14.53,65.12,60.08,18.36,229.2,292.05,24.32,5,8,10,1,292.0,341.4,239.7,310.93333333333334,-0.04452054794520548,,,,,,,
Lahore,31.5497,74.3436,2024-10-08 06:00:00+00:00,282.2,2456.67,6.03,54.84,140.19,21.46,232.39,291.62,23.31,6,8,10,1,279.0,349.5,263.8,310.1666666666667,0.011469534050179172,,,,,,,
Lahore,31.5497,74.3436,2024-10-08 07:00:00+00:00,207.6,1121.52,1.34,20.39,220.3,62.94,157.14,197.33,6.71,7,8,10,1,282.2,292.0,185.1,291.95,-0.2643515237420269,,,,,,,
Lahore,31.5497,74.3436,2024-10-08 08:00:00+00:00,186.7,854.49,0.76,13.02,214.58,46.73,124.58,161.79,4.31,8,8,10,1,207.6,279.0,179.7,266.1666666666667,-0.10067437379576111,,,,,,,
Lahore,31.5497,74.3436,2024-10-08 09:00:00+00:00,179.7,774.38,0.59,12.34,205.99,37.19,111.13,146.99,3.83,9,8,10,1,186.7,282.2,181.6,237.86666666666667,-0.037493304767005894,,,,,,,
Lahore,31.5497,74.3436,2024-10-08 10:00:00+00:00,178.7,881.2,0.75,20.22,185.97,33.38,109.08,145.44,5.45,10,8,10,1,179.7,207.6,204.0,218.98333333333332,-0.005564830272676684,,,,,,,
Lahore,31.5497,74.3436,2024-10-08 11:00:00+00:00,183.3,1241.68,0.89,40.44,158.79,34.33,118.08,157.35,9.12,11,8,10,1,178.7,186.7,280.9,203.03333333333333,0.02574146614437618,,,,,,,
Lahore,31.5497,74.3436,2024-10-08 12:00:00+00:00,186.7,1708.98,0.4,70.6,118.73,36.24,124.59,166.59,12.54,12,8,10,1,183.3,179.7,349.7,187.11666666666665,0.01854882705946523,,,,,,,
Lahore,31.5497,74.3436,2024-10-08 13:00:00+00:00,190.6,2296.45,0.02,102.82,67.95,34.81,132.29,178.39,16.97,13,8,10,1,186.7,178.7,500.0,184.28333333333333,0.0208891269416176,,,,,,,
Lahore,31.5497,74.3436,2024-10-08 14:00:00+00:00,196.2,2857.21,0.18,127.49,25.03,29.56,143.13,195.82,22.29,14,8,10,1,190.6,183.3,445.5,185.86666666666665,0.02938090241343124,,,,,,,
Lahore,31.5497,74.3436,2024-10-08 15:00:00+00:00,196.4,2830.51,1.54,116.53,7.96,22.89,143.34,199.21,25.59,15,8,10,1,196.2,186.7,479.1,188.65,0.001019367991845143,,,,,,,
Lahore,31.5497,74.3436,2024-10-08 16:00:00+00:00,193.2,2536.77,2.6,90.48,4.2,15.74,137.32,191.07,27.11,16,8,10,1,196.4,190.6,500.0,191.06666666666663,-0.016293279022403344,,,,,,,
Lahore,31.5497,74.3436,2024-10-08 17:00:00+00:00,189.0,2296.45,2.04,69.23,5.28,11.8,129.12,178.63,27.61,17,8,10,1,193.2,196.2,500.0,192.01666666666665,-0.021739130434782553,,,,,,,
Lahore,31.5497,74.3436,2024-10-08 18:00:00+00:00,179.9,2002.72,0.72,54.84,10.82,9.42,111.55,155.51,25.08,18,8,10,1,189.0,196.4,461.3,190.88333333333333,-0.04814814814814812,,,,,,,
Lahore,31.5497,74.3436,2024-10-08 19:00:00+00:00,168.0,1668.93,0.12,43.87,19.67,7.21,88.34,125.23,20.01,19,8,10,1,179.9,193.2,396.7,187.11666666666667,-0.06614785992217902,,,,,,,
Lahore,31.5497,74.3436,2024-10-08 20:00:00+00:00,160.5,1375.2,0.01,32.56,27.89,5.84,73.87,105.81,16.97,20,8,10,1,168.0,189.0,333.3,181.16666666666666,-0.044642857142857144,,,,,,,
Lahore,31.5497,74.3436,2024-10-08 21:00:00+00:00,157.1,1188.28,0.0,23.65,32.9,5.19,67.32,96.66,15.33,21,8,10,1,160.5,179.9,291.1,174.61666666666667,-0.021183800623052994,,,,,,,
Lahore,31.5497,74.3436,2024-10-08 22:00:00+00:00,156.7,1108.17,0.0,18.85,33.62,4.95,66.62,94.46,13.43,22,8,10,1,157.1,168.0,265.3,168.53333333333333,-0.0025461489497135945,,,,,,,
Lahore,31.5497,74.3436,2024-10-08 23:00:00+00:00,159.0,1121.52,0.01,18.34,29.33,5.19,70.95,99.13,10.64,23,8,10,1,156.7,160.5,263.6,163.53333333333333,0.014677728142948383,,,,,,,
Lahore,31.5497,74.3436,2024-10-09 00:00:00+00:00,163.1,1228.33,0.06,21.42,21.82,6.08,78.87,108.8,10.64,0,9,10,2,159.0,157.1,286.8,160.73333333333332,0.02578616352201254,,,,,,,
Lahore,31.5497,74.3436,2024-10-09 01:00:00+00:00,168.8,1441.96,0.76,28.79,10.28,7.33,90.06,123.07,12.54,1,9,10,2,163.1,156.7,316.9,160.86666666666667,0.034947884733292564,,,,,,,
Lahore,31.5497,74.3436,2024-10-09 02:00:00+00:00,180.8,2136.23,16.76,37.36,0.89,9.89,113.22,153.96,15.33,2,9,10,2,168.8,159.0,341.4,164.25,0.07109004739336493,,,,,,,
Lahore,31.5497,74.3436,2024-10-09 03:00:00+00:00,190.3,2857.21,42.47,43.18,4.87,12.52,131.57,177.31,16.21,3,9,10,2,180.8,163.1,349.5,169.78333333333333,0.05254424778761062,,,,,,,
Lahore,31.5497,74.3436,2024-10-09 04:00:00+00:00,184.4,2456.67,25.03,54.15,27.18,15.74,120.2,159.08,15.83,4,9,10,2,190.3,168.8,292.0,174.4,-0.031003678402522362,,,,,,,
Lahore,31.5497,74.3436,2024-10-09 05:00:00+00:00,190.2,2403.26,16.32,57.58,64.37,17.88,131.39,171.67,17.48,5,9,10,2,184.4,180.8,279.0,179.60000000000002,0.0314533622559652,,,,,,,
Lahore,31.5497,74.3436,2024-10-09 06:00:00+00:00,196.7,2162.93,7.71,47.98,133.04,18.84,144.06,185.73,17.23,6,9,10,2,190.2,190.3,282.2,185.20000000000002,0.0341745531019979,,,,,,,
Lahore,31.5497,74.3436,2024-10-09 07:00:00+00:00,169.6,1201.63,2.43,22.28,188.83,27.89,91.59,118.63,11.02,7,9,10,2,196.7,184.4,207.6,185.33333333333334,-0.13777325876970004,,,,,,,
Lahore,31.5497,74.3436,2024-10-09 08:00:00+00:00,166.3,988.01,1.47,16.62,220.3,32.9,85.1,109.12,9.5,8,9,10,2,169.6,190.2,186.7,182.91666666666666,-0.01945754716981122,,,,,,,
Lahore,31.5497,74.3436,2024-10-09 09:00:00+00:00,169.5,947.95,1.17,16.28,243.19,38.62,91.31,115.33,8.74,9,9,10,2,166.3,196.7,179.7,179.45000000000002,0.019242333132892295,,,,,,,
Lahore,31.5497,74.3436,2024-10-09 10:00:00+00:00,177.1,1321.79,2.29,34.96,220.3,38.62,105.99,133.05,11.53,10,9,10,2,169.5,169.6,178.7,178.23333333333332,0.04483775811209436,,,,,,,
Lahore,31.5497,74.3436,2024-10-09 11:00:00+00:00,187.4,2082.82,3.86,72.66,164.51,37.19,125.91,158.66,16.47,11,9,10,2,177.1,166.3,183.3,177.76666666666665,0.058159232072275614,,,,,,,
Lahore,31.5497,74.3436,2024-10-09 12:00:00+00:00,193.2,2910.61,3.24,123.38,84.4,35.76,137.15,175.14,20.52,12,9,10,2,187.4,169.5,186.7,177.1833333333333,0.03094983991462104,,,,,,,
Lahore,31.5497,74.3436,2024-10-09 13:00:00+00:00,195.5,3471.37,4.97,154.91,13.05,30.28,141.59,185.75,24.57,13,9,10,2,193.2,177.1,190.6,181.5,0.011904761904761965,,,,,,,
Lahore,31.5497,74.3436,2024-10-09 14:00:00+00:00,199.9,3738.4,26.15,128.87,0.04,23.13,150.18,204.47,28.37,14,9,10,2,195.5,187.4,196.2,187.1,0.022506393861892612,,,,,,,
Lahore,31.5497,74.3436,2024-10-09 15:00:00+00:00,208.9,3685.0,37.1,101.45,0.0,17.4,158.47,222.19,28.63,15,9,10,2,199.9,193.2,196.4,193.66666666666666,0.04502251125562781,,,,,,,
Lahore,31.5497,74.3436,2024-10-09 16:00:00+00:00,213.6,3524.78,36.66,82.25,0.0,13.83,163.17,231.88,25.84,16,9,10,2,208.9,195.5,193.2,199.75,0.022498803255145947,,,,,,,
Lahore,31.5497,74.3436,2024-10-09 17:00:00+00:00,221.0,3524.78,33.97,76.09,0.0,12.52,170.72,241.41,23.31,17,9,10,2,213.6,199.9,189.0,205.35,0.034644194756554336,,,,,,,
Lahore,31.5497,74.3436,2024-10-09 18:00:00+00:00,221.3,3471.37,31.74,74.03,0.0,11.09,170.97,241.2,19.0,18,9,10,2,221.0,208.9,179.9,210.03333333333333,0.0013574660633484676,,,,,,,
Lahore,31.5497,74.3436,2024-10-09 19:00:00+00:00,202.3,3204.35,26.6,72.66,0.01,8.34,151.84,215.93,12.79,19,9,10,2,221.3,213.6,168.0,211.16666666666666,-0.08585630366018979,,,,,,,
Lahore,31.5497,74.3436,2024-10-09 20:00:00+00:00,187.5,2670.29,14.75,63.75,0.13,6.26,126.19,181.48,9.5,20,9,10,2,202.3,221.0,160.5,209.10000000000002,-0.07315867523479985,,,,,,,
Lahore,31.5497,74.3436,2024-10-09 21:00:00+00:00,177.8,2162.93,5.31,50.72,1.18,5.13,107.47,155.23,8.23,21,9,10,2,187.5,221.3,157.1,203.91666666666666,-0.05173333333333327,,,,,,,
Lahore,31.5497,74.3436,2024-10-09 22:00:00+00:00,171.2,1842.5,1.56,39.41,4.02,4.59,94.54,135.92,7.73,22,9,10,2,177.8,202.3,156.7,196.85,-0.03712035995500575,,,,,,,
Lahore,31.5497,74.3436,2024-10-09 23:00:00+00:00,167.7,1668.93,0.87,32.56,5.72,4.59,87.9,125.68,7.98,23,9,10,2,171.2,187.5,159.0,187.96666666666667,-0.020443925233644862,,,,,,,
Lahore,31.5497,74.3436,2024-10-10 00:00:00+00:00,166.9,1615.52,1.31,30.5,4.6,4.95,86.27,123.0,8.61,0,10,10,3,167.7,177.8,163.1,178.9,-0.004770423375074436,,,,,,,
Lahore,31.5497,74.3436,2024-10-10 01:00:00+00:00,167.6,1628.88,3.86,29.82,1.9,5.54,87.62,125.63,10.64,1,10,10,3,166.9,171.2,168.8,173.11666666666667,0.004194128220491244,,,,,,,
Lahore,31.5497,74.3436,2024-10-10 02:00:00+00:00,176.4,2162.93,21.46,32.22,0.51,8.46,104.68,149.67,17.73,2,10,10,3,167.6,167.7,180.8,171.26666666666665,0.05250596658711224,,,,,,,
Lahore,31.5497,74.3436,2024-10-10 03:00:00+00:00,186.1,2910.61,48.73,38.39,4.52,11.68,123.39,175.36,23.81,3,10,10,3,176.4,166.9,190.3,172.65,0.054988662131519206,,,,,,,
Lahore,31.5497,74.3436,2024-10-10 04:00:00+00:00,183.9,2857.21,37.55,55.52,20.38,13.95,119.17,168.23,23.56,4,10,10,3,186.1,167.6,184.4,174.76666666666665,-0.01182160128962917,,,,,,,
Lahore,31.5497,74.3436,2024-10-10 05:00:00+00:00,190.1,2883.91,24.81,69.23,55.07,15.97,131.15,183.58,24.32,5,10,10,3,183.9,176.4,190.2,178.5,0.03371397498640559,,,,,,,
Lahore,31.5497,74.3436,2024-10-10 06:00:00+00:00,193.6,2510.07,10.17,61.01,134.47,17.88,137.96,189.92,21.79,6,10,10,3,190.1,186.1,196.7,182.94999999999996,0.01841136244082062,,,,,,,
Lahore,31.5497,74.3436,2024-10-10 07:00:00+00:00,118.6,694.27,1.44,12.17,170.23,20.27,42.65,67.88,6.59,7,10,10,3,193.6,183.9,169.6,174.78333333333333,-0.38739669421487605,,,,,,,
Lahore,31.5497,74.3436,2024-10-10 08:00:00+00:00,97.6,507.35,0.98,8.31,165.94,18.36,34.27,57.67,4.5,8,10,10,3,118.6,190.1,166.3,161.64999999999998,-0.17706576728499157,,,,,,,
Lahore,31.5497,74.3436,2024-10-10 09:00:00+00:00,500.0,480.65,0.96,8.91,165.94,19.07,32.24,54.29,4.18,9,10,10,3,97.6,193.6,169.5,213.96666666666667,4.122950819672131,,,,,,,
Lahore,31.5497,74.3436,2024-10-10 10:00:00+00:00,110.0,867.84,2.93,27.42,145.91,19.07,39.15,63.03,7.85,10,10,10,3,500.0,118.6,177.1,201.64999999999998,-0.78,,,,,,,
Lahore,31.5497,74.3436,2024-10-10 11:00:00+00:00,141.4,1508.71,5.53,58.95,108.72,20.5,51.9,80.16,12.92,11,10,10,3,110.0,97.6,187.4,193.53333333333333,0.2854545454545455,,,,,,,
Lahore,31.5497,74.3436,2024-10-10 12:00:00+00:00,154.5,2162.93,5.25,101.45,56.51,22.17,62.27,94.69,16.47,12,10,10,3,141.4,500.0,193.2,187.01666666666665,0.0926449787835926,,,,,,,
Lahore,31.5497,74.3436,2024-10-10 13:00:00+00:00,162.1,2937.32,15.65,132.98,4.47,21.93,77.08,115.75,21.53,13,10,10,3,154.5,110.0,195.5,194.26666666666665,0.049190938511326825,,,,,,,
Lahore,31.5497,74.3436,2024-10-10 14:00:00+00:00,174.7,3631.59,45.6,123.38,0.0,20.5,101.32,149.99,28.63,14,10,10,3,162.1,141.4,199.9,207.11666666666667,0.07772979642196172,,,,,,,
Lahore,31.5497,74.3436,2024-10-10 15:00:00+00:00,187.0,3898.62,55.43,113.79,0.0,19.07,125.3,184.09,34.45,15,10,10,3,174.7,154.5,208.9,154.95000000000002,0.0704064109902691,,,,,,,
Lahore,31.5497,74.3436,2024-10-10 16:00:00+00:00,196.1,3952.03,55.43,102.82,0.0,18.36,142.93,207.07,37.49,16,10,10,3,187.0,162.1,213.6,169.3,0.048663101604278045,,,,,,,
Lahore,31.5497,74.3436,2024-10-10 17:00:00+00:00,206.3,3952.03,51.86,97.33,0.0,17.64,155.8,223.78,38.5,17,10,10,3,196.1,174.7,221.0,180.11666666666667,0.05201427842937286,,,,,,,
Lahore,31.5497,74.3436,2024-10-10 18:00:00+00:00,206.3,3845.21,47.83,93.22,0.0,15.26,155.86,225.58,35.97,18,10,10,3,206.3,187.0,221.3,188.75,0.0,,,,,,,
Lahore,31.5497,74.3436,2024-10-10 19:00:00+00:00,193.4,3471.37,38.44,86.37,0.0,11.56,137.57,203.33,28.12,19,10,10,3,206.3,196.1,202.3,193.9666666666667,-0.06253029568589435,,,,,,,
